_id,artistid,name,rewardtype,redeem_coin,display_from_dtm,display_to_dtm,available_redeem_from_dtm,available_redeem_to_dtm,description,missionid
1498469974476,1494819885787,ดูดวงกับสอง - ยิบโซตัวต่อตัวในห้องจัดรายการ,REWARD_LUCKY_DRAW,100,2017-06-27 21:00:00,2017-06-27 22:00:00,2017-06-27 21:00:00,2017-06-27 22:00:00,ลุ้นสิทธิชิงโชคได้ดูดวงแบบตัวต่อตัวกับสอง พาราด็อกซ์ ผู้เคยถูกล็อตเตอรี่ติดกัน 7 งวดมาแล้ว และยิปโซในห้องจัด Cat Radio ในวันพฤหัสบดีที่ 29 มิย. เวลา 22:00 - 23:00   ประกาศผลวันพุธที่ 28 มิย. 10 โมงเช้า จำนวน 2 ท่าน  ยิ่ง redeem มาก ยิ่งรับสิทธิ์ลุ้นมากขึ้น!! แต่ทั้งนี้เพื่อเป็นการกระจายความสุขให้ผู้เล่นหลากหลายคน  *** ขอสงวนสิทธิ์หนึ่งท่านได้รับรางวัลมากที่สุดเพียงหนึ่งรางวัลเท่านั้น ***  หมายเหตุ : ต้องเล่น Mission "ดูดวงตัวต่อตัวกับสองและยิปโซ" เพื่อกรอกข้อมูลที่จำเป็นต่อการดูดวงก่อนถึงจะแลกลุ้นสิทธิ์ได้ดูดวงนะ :),1498468567068
1498470816501,1494819885787,ดูดวงกับสอง - ยิบโซตัวต่อตัวในห้องจัดรายการ,REWARD_LUCKY_DRAW,100,2017-06-28 12:00:00,2017-06-29 00:00:00,2017-06-28 12:00:00,2017-06-29 00:00:00,ลุ้นสิทธิชิงโชคได้ดูดวงแบบตัวต่อตัวกับสอง พาราด็อกซ์ ผู้เคยถูกล็อตเตอรี่ติดกัน 7 งวดมาแล้ว และยิปโซในห้องจัด Cat Radio ในวันพฤหัสบดีที่ 29 มิย. เวลา 22:00 - 23:00   ประกาศผลวันที่ 29 มิย. ไม่เกินเที่ยงวัน จำนวน 2 ท่าน  ยิ่ง redeem มาก ยิ่งรับสิทธิ์ลุ้นมากขึ้น!! แต่ทั้งนี้เพื่อเป็นการกระจายความสุขให้ผู้เล่นหลากหลายคน  *** ขอสงวนสิทธิ์หนึ่งท่านได้รับรางวัลมากที่สุดเพียงหนึ่งรางวัลเท่านั้น ***  หมายเหตุ : ต้องเล่น Mission "ดูดวงตัวต่อตัวกับสองและยิปโซ" เพื่อกรอกข้อมูลที่จำเป็นต่อการดูดวงก่อนถึงจะแลกลุ้นสิทธิ์ได้ดูดวงนะ :),1498468567068
1498452308901,1492658911689,FanSter Date และฟังเพลงอ่อนแอก็แพ้ไป ในแบบอะคูลสติกสดๆ,REWARD_LUCKY_DRAW,100,2017-06-26 12:00:00,2017-07-01 23:59:00,2017-06-26 12:00:00,2017-06-29 15:40:42,Date กับ MEAN ที่บูธ FanSter ในงาน Cat Foodival 1 กค.นี้ ประกาศผลวันที่ 29 มิย.หลังเที่ยง!  ยิ่ง redeem มาก ยิ่งรับสิทธิ์ลุ้นมากขึ้น!! แต่ทั้งนี้เพื่อเป็นการกระจายความสุขให้ผู้เล่นหลากหลายคน  *** ขอสงวนสิทธิ์หนึ่งท่านได้รับรางวัลมากที่สุดเพียงหนึ่งรางวัลเท่านั้น ***  หมายเหตุ : ต้องเล่น Mission "ฟังเพลงของ MEAN ลุ้นรับสิทธิ์ Fanster Date" ของ MEAN ก่อนเท่านั้นถึงจะแลกได้,1498449903708
1497499886554,1494997862363,ลุ้นแลกสิทธิ์จับสลากรับผ้ากันเปื้อน FanSter Cat Foodival,REWARD_LUCKY_DRAW,0,2017-06-15 10:00:00,2017-06-30 12:00:00,2017-06-15 10:00:00,2017-07-30 12:00:00,ลุ้นสิทธิ์รับผ้ากันเปื้อน FanSter  Cat Foodival  มีกระเป๋า ใส่ของด้านหน้า ดีไซน์เท่ 20 รางวัล รับได้ที่งาน Cat Foodival หรือ ทางไปรษณีย์  ประกาศผลวันศุกร์ที่ 30 มิย. 12:00 น.   *** ต้องเล่น Mission ชวนเพื่อนมารู้จักแฟนก่อนถึงจะแลกสิทธิ์ลุ้นรับรางวัลได้ 1 คน 1 สิทธิ์เท่านั้น!!! ***  ปล: เพื่อนทั้ง 2 ที่ชวนมาจะต้องเข้าใช้ FanSter ผ่าน login with Facebook ก่อนวันประกาศผลด้วยนะ คุณจึงจะมีสิทธิ์ลุ้นรับรางวัล,1497496302604
1498808862213,1494819885787,ดูดวงกับสอง - ยิปโซ ที่บูธ FanSter,REWARD_NORMAL,500,2017-06-30 13:00:00,2017-07-01 23:00:00,2017-07-01 12:00:00,2017-07-01 12:45:00,มาดูดวงกับหมอ สอง-ยิปโซ ที่บูธ FanSter เวลา 1pm ตรง ใช้เพียง 500 Coins  จำกัดแค่ 3 สิทธิ์ มาก่อนได้ก่อนจ้า,
1498809602523,1494818639822,ดินเนอร์แบบส่วนตัวกับ กันต์ และ ไมเคิล,REWARD_NORMAL,1000,2017-06-30 13:00:00,2017-07-01 23:00:00,2017-07-01 18:30:00,2017-07-01 19:15:00,ดินเนอร์แบบส่วนตัวกับ กันต์ และ ไมเคิล ที่บูธ FanSter เวลา 19:30 ใช้ 1000 Coins  จำกัดแค่ 2 คนเท่านั้นนะ  เริ่มเปิดให้แลกตอน 18:30 นะคะ ใครเร็วใครได้จ้าาา :),
1498483110946,1498471709330,ของที่ระลึกจาก INK และ EARTH,REWARD_LUCKY_DRAW,100,2017-06-26 20:00:00,2017-07-04 12:00:00,2017-06-26 20:00:00,2017-07-03 16:47:54,ประกาศผลแล้ว!! สามารถเช็กผลได้ในหน้า Reward Histiry ได้เลยจ้า :),1498481977332
1499246853746,1461317604625,หมอนรองคอ NAP A LEAN - NAP A LONE,REWARD_NORMAL,2500,2017-07-05 16:30:00,2017-07-12 23:59:00,2017-07-05 16:30:00,2017-07-12 23:59:00,หมอนรองคอลายปัก Nap A Lean Nap A Lone   ด่วน! จำนวนจำกัด อย่าลืมมาแลกกันนะเจ้า :)  หมายเหตุ : ต้องทำ Mission "หยุดเลยอย่าร้อง" ของ Nap A Lean ก่อนนะเจ้า ถึงจะแลกหมอนรองคอได้,1499167427742
1496164638190,1494997862363,ลุ้นรับตั๋ว KAAN Show 2 ที่นั่ง 5 รางวัล,REWARD_LUCKY_DRAW,100,2017-05-31 00:00:00,2017-06-26 00:00:00,2017-05-31 00:00:00,2017-06-26 00:00:00,แลกสิทธิ์ลุ้นรับตั๋วชม KAAN Show สุดอลังการ จำนวน 5 รางวัล รางวัลละ 2 ที่นั่ง 100 coin แลกได้ 1 สิทธิ์ ยิ่งแลกมาก ยิ่งมีสิทธิ์มาก ประกาศผลผู้โชคดี วันที่ 26 มิ.ย. 2017 ทาง https://www.facebook.com/fansterapp/  เงื่อนไขการใช้ตั๋วสำหรับผู้ที่ได้รับรางวัล มีดังนี้ 1. ใช้สำหรับ 2 ที่นั่ง OCEAN ZONE เท่านั้น 2. ต้องจองบัตรภายในสิ้นเดือน มิ.ย. (1 มิ.ย.- 30 มิ.ย. 2017) 3. สามารถเลือกรอบการแสดงได้ตั้งแต่วันนี้ - 31 ก.ค. 2017,
1498120064287,1496645864615,FanSter Date และฟัง ZomMarie ร้องเพลงสดๆ,REWARD_LUCKY_DRAW,100,2017-06-22 12:00:00,2017-07-01 23:59:00,2017-06-22 12:00:00,2017-06-29 12:00:00,FanSter Date และฟัง ZomMarie ร้องเพลงซิงเกิ้ลใหม่ “ช่วงเวลา”  ครั้งแรกก่อนใครที่บูธ FanSter ในงาน CatFoodival  วันที่ 1 ก.ค.นี้ เวลา 14.00 น. แอร์พอร์ต เรล ลิ้งค์ สถานีมักกะสัน  ยิ่ง redeem มาก ยิ่งรับสิทธิ์ลุ้นมากขึ้น!! แต่ทั้งนี้เพื่อเป็นการกระจายความสุขให้ผู้เล่นหลากหลายคน  *** ขอสงวนสิทธิ์หนึ่งท่านได้รับรางวัลมากที่สุดเพียงหนึ่งรางวัลเท่านั้น ***  ประกาศผลผู้โชคดีวันที่ 29 มิย. หลังเที่ยง,1498107395489
1498482341139,1498471709330,FanSter Date With INK และ EARTH,REWARD_LUCKY_DRAW,100,2017-06-26 20:00:00,2017-07-01 23:59:00,2017-06-26 20:00:00,2017-06-29 15:32:35,แลกสิทธิ์ลุ้นเป็นผู้โชคดีได้ FanSter Date With INK และ EARTH  INK และ EARTH ที่ บูธ FanSter ที่ งาน CatFoodival เวลา 14.30น. จำนวน 5 ท่าน ประกาศผลวันที่ 29 มิย. หลังเที่ยง!  ยิ่ง redeem มาก ยิ่งรับสิทธิ์ลุ้นมากขึ้น!! แต่ทั้งนี้เพื่อเป็นการกระจายความสุขให้ผู้เล่นหลากหลายคน  *** ขอสงวนสิทธิ์หนึ่งท่านได้รับรางวัลมากที่สุดเพียงหนึ่งรางวัลเท่านั้น ***  หมายเหตุ : ต้องเล่น Mission "ฟังเพลงของ INK และ EARTH ลุ้นรับสิทธิ์ FanSter Date With" ก่อนเท่านั้นถึงจะแลกได้,1498481977332
1498730693526,1494997862363,ลุ้นรับสิทธิ์ บัตร Super VIP  งาน CatFoodival,REWARD_LUCKY_DRAW,200,2017-06-29 00:00:00,2017-06-30 17:00:00,2017-06-29 00:00:00,2017-06-30 15:00:00,ลุ้นรับสิทธิ์ บัตร Super VIP งาน CatFoodival ใก้ลชิดศิลปินติดขอบเวที จำนวน 1 ท่าน ผู้โชคดีอาจเป็นคุณ!!  สามารถเช็กผลได้ในหน้า Reward History ค่ะ,
1498801602965,1494997862363,บัตรเบ่ง ส่วนลดทุกร้าน,REWARD_NORMAL,0,2017-06-30 00:00:00,2017-07-01 12:00:00,2017-07-01 11:00:00,2017-07-01 11:00:00,แลกบัตรเบ่ง เพื่อใช้เป็นส่วนลดทุกร้าน ในงาน CatFoodival วันที่ 1 ก.ค. นี้,1498731722807
1498809281151,1460952715109,บอย ตรัยแต่งเพลงสดๆ ให้แบบส่วนตัว,REWARD_NORMAL,1500,2017-06-30 13:00:00,2017-07-01 23:00:00,2017-07-01 14:00:00,2017-07-01 15:15:00,พี่บอย ตรัย แต่งเพลงสดๆ ที่บูธ FanSter เวลา 15:30 ใช้ 1500 Coins  จำกัดแค่ 1 คนเท่านั้นจ้า  เริ่มเปิดให้แลกตอนบ่ายสองนะคะ :),
1496164303774,1494818639822,ผ้ากันเปื้อน Fanster Cat Foodival,REWARD_NORMAL,7500,2017-05-31 00:00:00,2017-07-03 14:30:00,2017-05-31 00:00:00,2017-06-30 11:59:00,ผ้ากันเปื้อน fanster  catfoodival  พิเศษ 300 ผืน มีกระเป๋า ใส่ของด้านหน้า ดีไซน์เท่ รับได้ที่งาน Cat Foodival หรือ ทางไปรษณีย์,
1498462885172,1461317604625,ซีดีเพลงของ NAP A LEAN พร้อมลายเซ็นต์,REWARD_LUCKY_DRAW,100,2017-06-26 12:00:00,2017-07-04 12:00:00,2017-06-26 12:00:00,2017-07-03 17:15:29,ประกาศผลแล้ว!! สามารถเช็กผลได้ในหน้า Reward Histiry ได้เลยจ้า :),1498239229913
1499327238250,1492658911689,ซีดีพร้อมลายเซ็น MEAN,REWARD_LUCKY_DRAW,1500,2017-07-06 17:00:00,2017-07-20 23:59:00,2017-07-06 17:00:00,2017-07-12 12:42:00,แลกรับซีดีพร้อมลายเซ็น MEAN แค่ 1500 Coins มีเพียง 2 แผ่นเท่านั้น!,
1496163294298,1494818639822,สะสม XP ตอนนี้ ลุ้นฟังจดหมายเด็กแมวสดๆ ในห้องจัดรายการ,REWARD_NON_REDEEM,0,2017-05-30 00:00:00,2017-06-12 18:00:00,2017-06-12 18:00:00,2017-06-12 18:00:00,***ด่วน ขยายเวลาถึงวันที่ 12 มิ.ย. เพิ่มผู้ได้รับรางวัลพร้อมรับของที่ระลึกจาก Cat Radio  สะสม XP ของ "Cat Radio" ใน FanSter ตั้งแต่ตอนนี้ ผู้มี XP ของ "Cat Radio" ณ วันที่ 12 มิ.ย. 18:00 สูงสุด 4 คนแรก รับรางวัล มาร่วมนั่งฟังจดหมายเด็กแมวสดๆ วันที่ 13 มิ.ย.  เวลา 21:00 - 22:00 (2 คน) เวลา 22:00 - 23:00 (2 คน)  โดยผู้ได้คะแนนสูงสุดจะได้เลือกก่อนว่าจะไปรอบไหน,
1496164643430,1494818639822,เสื้อออกแบบ โดย น้องออกแบบ,REWARD_NORMAL,9000,2017-05-31 00:00:00,2017-06-20 23:59:00,2017-05-31 00:00:00,2017-06-20 23:59:00,เสื้อยืด catradio ลายใหม่ ออกแบบโดย น้องออกแบบ ไม่มีขาย จำนวนจำกัด 100 ตัว รับได้ที่งาน Cat Foodival หรือ ทางไปรษณีย์,
1497498469280,1494997862363,นั่งฟังรายการคนขอแมวสดๆในห้องจัด30นาทีกับดีเจจูนจูนและวีวี,REWARD_LUCKY_DRAW,0,2017-06-15 10:00:00,2017-06-19 21:00:00,2017-06-15 10:00:00,2017-06-18 18:00:00,นั่งฟังรายการสดๆในห้องส่งกับดีเจจูนจูนและวีวีในวันจันทร์ที่ 19 มิย. 2560 เวลา 22:00 - 22:30  ประกาศผลวันอาทิตย์ที่ 18 มิย. 18:00 น.   *** ต้องเล่น Mission ชวนเพื่อนมารู้จักแฟนก่อนถึงจะแลกสิทธิ์ลุ้นรับรางวัลได้ 1 คน 1 สิทธิ์เท่านั้น!!! ***  ปล: เพื่อนทั้ง 2 ที่ชวนมาจะต้องเข้าใช้ FanSter ผ่าน login with Facebook ก่อนวันประกาศผลด้วยนะ คุณจึงจะมีสิทธิ์ลุ้นรับรางวัล,1497496302604
1498558035107,1495186665305,Fanster Date และป้อนข้าวหน้าหมูชาชูกับTELEx TELEXs,REWARD_LUCKY_DRAW,100,2017-06-27 16:00:00,2017-07-01 23:59:00,2017-06-27 16:00:00,2017-06-29 12:00:00,ลุ้นเป็นผู้โชคดีที่ได้ "FanSter Date with TELEx TELEXs" ที่บูธ FanSter ในงาน Cat Foodival 1 กค.นี้ ประกาศผล 29 มิย. หลังเที่ยง  ยิ่ง redeem มาก ยิ่งรับสิทธิ์ลุ้นมากขึ้น!! แต่ทั้งนี้เพื่อเป็นการกระจายความสุขให้ผู้เล่นหลากหลายคน  *** ขอสงวนสิทธิ์หนึ่งท่านได้รับรางวัลมากที่สุดเพียงหนึ่งรางวัลเท่านั้น ***  หมายเหตุ : ต้องเล่น Mission "ฟังเพลงของ TELEx TELEXs ลุ้นรับสิทธิ์ FanSter Date" ก่อนเท่านั้น!,1498557652153
1498240462695,1461317604625,FanSter Date และสอนอู้คำเมืองกับ NAP A LEAN,REWARD_LUCKY_DRAW,100,2017-06-24 12:00:00,2017-06-01 23:59:00,2017-06-24 12:00:00,2017-06-29 15:49:22,"Date กับ NAP A LEAN" ที่บูธ FanSter ในงาน Cat Foodival 1 กค.นี้ ประกาศผลวันที่ 29 มิย. หลังเที่ยง  ยิ่ง redeem มาก ยิ่งรับสิทธิ์ลุ้นมากขึ้น!! แต่ทั้งนี้เพื่อเป็นการกระจายความสุขให้ผู้เล่นหลากหลายคน  *** ขอสงวนสิทธิ์หนึ่งท่านได้รับรางวัลมากที่สุดเพียงหนึ่งรางวัลเท่านั้น ***  หมายเหตุ : ต้องเล่น Mission "ฟังเพลง ลุ้นรับสิทธิ์ FanSter Date" กับ NAP A LEAN ก่อนเท่านั้นถึงจะแลกได้,1498239229913
1498461455280,1498040606480,ซีดีของ The Jukks,REWARD_LUCKY_DRAW,100,2017-06-26 14:00:00,2017-07-04 12:00:00,2017-06-26 14:00:00,2017-07-03 16:38:49,ประกาศผลแล้ว!! สามารถเช็กผลได้ในหน้า Reward Histiry ได้เลยจ้า :),1498217706019
1498447694156,1497859418319,ซีดีซิงเกิ้ลใหม่ของ The Toys เพลงก่อนฤดูฝน,REWARD_LUCKY_DRAW,100,2017-06-26 00:00:00,2017-07-04 12:00:00,2017-06-26 00:00:00,2017-07-03 17:22:59,ประกาศผลแล้ว!! สามารถเช็กผลได้ในหน้า Reward Histiry ได้เลยจ้า :),1498212249886
1496162793790,1494818639822,สะสม XP ตอนนี้ ลุ้นโต๊ะหมู่ VIP Fanster,REWARD_NON_REDEEM,0,2017-05-30 00:00:00,2017-06-30 18:00:00,2017-06-30 18:00:00,2017-06-30 18:00:00,สะสม XP รวมทุกศิลปินใน FanSter ตั้งแต่วันนี้ ผู้ที่มี XP รวมทุกศิลปินสูงสุด ณ วันที่ 30 มิ.ย. 18:00 จะได้รับรางวัล "โต๊ะหมู่ VIP Fanster" กินฟรีอาหารจากกว่า 100 ร้านในงาน CAT FOODIVAL ยกมาเสิร์ฟที่โต๊ะ VIP สำหรับคุณ,
1498837653512,1494997862363,เสื้อยืด FanSter,REWARD_NORMAL,1000,2017-07-01 11:00:00,2017-07-20 23:00:00,2017-07-03 16:09:00,2017-08-01 23:00:00,แลกรับเสื้อยืด FanSter สุดเก๋ ใช้เพียง 1000 Coins !!,
1499326885068,1498471709330,เสื้อยืด Ink,REWARD_NORMAL,3000,2017-07-06 12:00:00,2017-07-20 23:59:00,2017-07-06 12:00:00,2017-07-13 12:40:00,แลกรับเสื้อยืดของ Ink เพียง 3000 Coins มีแค่ 2 ตัวเท่านั้นนะ,
1500715315595,1461147331343,FanSter จัดให้ : 10 Years Musketeers Concert,REWARD_NON_REDEEM,0,2017-07-22 16:00:00,2017-09-01 12:00:00,,,FanSter เก็บบัตรคอนเสิร์ตสุดพิเศษให้แฟนๆ แล้วไประเบิดความมันส์กับเพลงฮิตของพวกเค้าที่คัดมาให้เต็ม ติดตามรายละเอียดได้ที่นี่เร็วๆนี้,
1499332319348,1495186665305,CD Telex Telexs พร้อมลายเซ็น,REWARD_LUCKY_DRAW,100,2017-07-06 00:00:00,2017-07-12 12:00:00,2017-07-06 00:00:00,2017-07-12 12:00:00,ซีดีเพลงของ Telex Telexs พร้อมลายเซ็น ทั้งหมด 5 รางวัล ยิ่งแลกมาก ยิ่งมีสิทธิ์ลุ้นมาก (ขอสงวนสิทธิ์ ได้รับรางวัลมากสุด 1 แผ่นต่อ 1 คน),
1500466857922,1461319112985,แฟน ฟัง ฟิน #1 : I got MILD (VIP-Front Row),REWARD_NON_REDEEM,0,2017-07-19 00:00:00,2017-07-30 23:59:00,2017-07-24 00:00:00,2017-07-30 23:59:00,Exclusive Acoustic Concert ตั๋วพิเศษแถวหน้าสำหรับแฟนคนพิเศษแบบคุณ เพียง 10 รางวัลๆละ 2 ใบ   ถ้าอยากนั่งหน้า งานแข่ง XP Ranking ต้องมา แล้วมา Got Mild พร้อมกันที่ช่างชุ่ย วันที่ 9 ส.ค.นี้ เวลา 19.00 น. เริ่มเก็บ XP ของ Mild ได้ตั้งแต่วันที่ 24 ก.ค. เวลาเที่ยงคืนจนถึงวันที่ 30 ก.ค. เวลา 23.59 น.   แล้วมาดูกันว่าใครเป็น 1 ใน 10 ผู้โชคดีผ่านทางแอพ FanSter วันจันทร์ที่ 31 ก.ค. บ่ายโมงจ้า!,
1500259925706,1500107436162,เสื้อยืดสุดเก๋จาก Boxx Music,REWARD_NORMAL,3000,2017-07-17 00:00:00,2017-07-20 23:59:00,2017-07-17 00:00:00,2017-07-31 23:59:00,แลกรับเสื้อยืดจาก Boxx Music  เพียง 3000 Coins มีแค่ 6 ตัวเท่านั้นนะ,
1498637637799,1494818639822,ผ้ากันเปื้อน FanSter Cat Foodival,REWARD_NORMAL,2000,2017-06-28 15:00:00,2017-08-01 23:00:00,2017-07-01 11:00:00,2017-08-01 23:00:00,ผ้ากันเปื้อน FanSter Catfoodival พิเศษ เพียง 2000 coins! รีบแลกก่อนของจะหมด,
1498218019150,1498040606480,FanSter Date กับ The Jukks,REWARD_LUCKY_DRAW,100,2017-06-23 21:00:00,2017-07-01 23:59:00,2017-06-23 21:00:00,2017-06-29 15:46:32,"date กับ The Jukks" ที่บูธ FanSter ในงาน Cat Foodival 1 กค.นี้ ประกาศผลวันที่ 29 มิย. หลังเที่ยง  ยิ่ง redeem มาก ยิ่งรับสิทธิ์ลุ้นมากขึ้น!! แต่ทั้งนี้เพื่อเป็นการกระจายความสุขให้ผู้เล่นหลากหลายคน  *** ขอสงวนสิทธิ์หนึ่งท่านได้รับรางวัลมากที่สุดเพียงหนึ่งรางวัลเท่านั้น ***  หมายเหตุ : ต้องเล่น Mission "ฟังเพลงของ The Jukks ลุ้นรับสิทธิ์ FanSter Date" ของ The JUKKS ก่อนเท่านั้นถึงจะแลกได้,1498217706019
1498214849850,1497859418319,Meet&Greet และเรียนร้องแร็พกับ The Toys,REWARD_LUCKY_DRAW,100,2017-06-23 19:00:00,2017-07-01 23:59:00,2017-06-23 19:00:00,2017-06-29 15:44:37,Meet & Greet และเรียนร้องแรพกับ The Toys ที่งาน Cat Foodival 1 กค. 2560 เวลา 15:00 ประกาศผลวันที่ 29 มิย. หลังเที่ยง  ยิ่ง redeem มาก ยิ่งรับสิทธิ์ลุ้นมากขึ้น!! แต่ทั้งนี้เพื่อเป็นการกระจายความสุขให้ผู้เล่นหลากหลายคน  *** ขอสงวนสิทธิ์หนึ่งท่านได้รับรางวัลมากที่สุดเพียงหนึ่งรางวัลเท่านั้น ***  หมายเหตุ : ต้องเล่น Mission "ดู MV เพลง ก่อนฤดูฝน แล้วตอบคำถาม" ของ The Toys ก่อนเท่านั้นถึงจะแลกได้,1498212249886
1498463838024,1496645864615,เสื้อยืดของ ZomMarie,REWARD_LUCKY_DRAW,100,2017-06-26 12:00:00,2017-07-04 12:00:00,2017-06-26 12:00:00,2017-07-03 16:59:10,ประกาศผลแล้ว!! สามารถเช็กผลได้ในหน้า Reward Histiry ได้เลยจ้า :),1498107395489
1498463411679,1492658911689,ซีดีเพลงของ MEAN พร้อมลายเซ็นต์,REWARD_LUCKY_DRAW,100,2017-06-26 12:00:00,2017-07-04 12:00:00,2017-06-26 12:00:00,2017-07-03 17:07:28,ประกาศผลแล้ว!! สามารถเช็กผลได้ในหน้า Reward Histiry ได้เลยจ้า :),1498449903708
1500467989457,1461319112985,แฟน ฟัง ฟิน #1 : I got MILD,REWARD_NORMAL,2500,2017-07-19 00:00:00,2017-08-07 20:00:00,2017-08-01 10:00:00,2017-08-07 20:00:00,แฟน Mild มา ฟัง ฟิน กันกับกิจกรรมสุด Exclusive ครั้งแรกของ FanSter : แฟน ฟัง ฟิน   รีบมาทำMissionสนุกๆเพื่อเก็บCoinแล้วนำมาแลกเพียง 2500 Coins ปักหมุดเลยจ้า....  เปิดแลกวันอังคารที่ 1 ส.ค. เวลา 18.00 น. เป็นต้นไป 1 สิทธิ์ ต่อ 2 ใบ ถ้ามี Coin เยอะ อยากแรก 2 สิทธิ์ เราก็ไม่ว่ากัน :)  รีบด่วน!!!! หมดแล้วหมดเลยนะจ๊ะ,1500467694739
1499331131271,1498472223284,หมวก Timehop ของ Earth,REWARD_NORMAL,3000,2017-07-07 12:00:00,2017-07-20 23:59:00,2017-07-07 12:00:00,2017-07-28 23:59:00,แลกหมวก Timehop ของ Earth เพียง 3000 Coins มีแค่ 2 ชิ้นเท่านั้นนะ,
1500715979258,1489560197545,FanSter จัดให้ : "คอนเสิร์ต 30 ปี คำภีร์ แกเพื่อนฉัน",REWARD_NON_REDEEM,0,2017-07-22 16:00:00,2017-09-01 12:00:00,2017-08-21 12:00:00,2017-09-01 12:00:00,เตรียมรอรับบัตรและสัมผัสตำนานเพลงเพื่อชีวิตที่ยิ่งใหญ่ที่แฟนต้องไม่พลาด,
1498638173188,1494818639822,เสื้อยืด น้องออกแบบ,REWARD_NORMAL,2000,2017-06-28 15:00:00,2017-08-01 23:00:00,2017-07-01 11:00:00,2017-08-01 23:00:00,เสื้อน้องออกแบบ  พิเศษ เพียง 2000 coins!,
1499331412777,1461317604625,ซีดีซิงเกิ้ล "หยุดเลยอย่าร้อง" และ "ไม่คิดถึงเลย" ของ Nap A Lean,REWARD_NORMAL,1500,2017-07-07 17:00:00,2017-07-20 23:59:00,2017-07-07 17:00:00,2017-07-21 23:59:00,แลกรับซิงเกิ้ล "หยุดเลยอย่าร้อง"และ "ไม่คิดถึงเลย"พร้อมลายเซ็น Nap A Lean เพียง 1500 Coins รีบหน่อยนะ มีแค่ 1 รางวัล,
1500713813319,1494997862363,FanSter จัดให้ : NMB48 Asia Tour 2017,REWARD_NON_REDEEM,0,2017-07-22 16:00:00,2017-08-13 12:00:00,2017-08-03 12:00:00,2017-08-09 12:00:00,16 สาว ที่จะมาละลายใจแฟนคลับที่แรกในเอเชีย ติดตามได้เร็วๆนี้,
